env_steps,return,restorations,infiltrations,length,FPS,time
0,-50.75,32,995,100,0.0,0.1573
100,-84.65,71,469,100,990.5309,0.101
200,-63.05,39,969,100,966.1512,0.1035
300,-62.65,51,701,100,947.6019,0.1055
400,-53.15,50,583,100,955.455,0.1047
500,-72.55,51,683,100,968.5071,0.1033
600,-68.55,51,719,100,948.5019,0.1054
700,-56.5,41,750,100,948.6028,0.1054
800,-79.4,48,920,100,958.674,0.1043
900,-70.9,60,482,100,981.6932,0.1019
1000,-69.25,58,557,100,7.4208,13.4757
1100,-64.6,45,776,100,50.2542,1.9899
1200,-72.7,52,746,100,51.9909,1.9234
1300,-72.35,54,703,100,52.4026,1.9083
1400,-69.55,55,643,100,50.8562,1.9663
1500,-73.35,54,679,100,51.6268,1.937
1600,-73.5,61,570,100,50.4682,1.9815
1700,-64.7,58,574,100,52.4913,1.9051
1800,-69.35,50,731,100,53.2211,1.879
1900,-62.3,63,410,100,52.7718,1.895
2000,-70.05,50,745,100,51.7171,1.9336
2100,-72.05,61,593,100,50.2085,1.9917
2200,-64.2,42,824,100,47.6473,2.0988
2300,-58.4,45,824,100,50.4837,1.9808
2400,-63.25,52,697,100,49.9065,2.0038
2500,-57.85,49,601,100,47.4061,2.1094
2600,-60.85,46,697,100,50.1757,1.993
2700,-73.7,57,642,100,50.1421,1.9943
2800,-68.05,53,693,100,51.7901,1.9309
2900,-65.95,47,707,100,50.5009,1.9802
3000,-77.05,49,817,100,47.9119,2.0872
3100,-59.85,45,825,100,47.1835,2.1194
3200,-81.05,64,533,100,49.8408,2.0064
3300,-71.05,51,761,100,48.061,2.0807
3400,-72.6,61,508,100,50.2176,1.9913
3500,-60.6,49,716,100,46.9739,2.1288
3600,-67.65,58,509,100,48.239,2.073
3700,-61.95,44,703,100,49.5152,2.0196
3800,-63.25,34,913,100,50.2669,1.9894
3900,-69.1,52,790,100,49.807,2.0078
4000,-76.7,53,782,100,50.307,1.9878
4100,-66.95,44,835,100,52.3348,1.9108
4200,-74.15,53,715,100,50.088,1.9965
4300,-71.25,54,621,100,52.3331,1.9108
4400,-71.55,47,811,100,50.0662,1.9974
4500,-69.2,50,744,100,47.8767,2.0887
4600,-66.85,46,817,100,47.0627,2.1248
4700,-63.0,53,612,100,50.5812,1.977
4800,-69.05,46,809,100,50.2067,1.9918
4900,-64.25,52,737,100,52.4051,1.9082
5000,-65.85,49,733,100,49.8412,2.0064
5100,-68.7,45,834,100,49.9843,2.0006
5200,-60.3,40,874,100,52.7488,1.8958
5300,-73.75,51,775,100,50.0909,1.9964
5400,-71.05,55,721,100,50.2576,1.9898
5500,-80.4,65,600,100,51.9144,1.9263
5600,-68.2,49,664,100,50.476,1.9811
5700,-63.25,46,765,100,49.8521,2.0059
5800,-68.65,55,617,100,50.1141,1.9954
5900,-56.75,44,659,100,50.0251,1.999
6000,-69.35,47,715,100,49.9969,2.0001
6100,-46.55,44,627,100,52.5326,1.9036
6200,-57.3,54,466,100,53.0643,1.8845
6300,-61.0,44,768,100,52.1525,1.9175
6400,-68.75,41,867,100,50.017,1.9993
6500,-67.45,39,945,100,50.3958,1.9843
6600,-75.0,65,468,100,49.7917,2.0084
6700,-65.7,47,742,100,51.9871,1.9236
6800,-81.8,57,680,100,50.0136,1.9995
6900,-67.45,55,637,100,50.0841,1.9966
7000,-65.4,60,516,100,49.7914,2.0084
7100,-66.6,55,612,100,47.6003,2.1008
7200,-65.8,48,740,100,48.0337,2.0819
7300,-65.45,41,889,100,49.5164,2.0195
7400,-77.35,61,579,100,46.1461,2.167
7500,-73.05,56,705,100,47.572,2.1021
7600,-65.7,48,770,100,51.9025,1.9267
