env_steps,return,restorations,infiltrations,length,FPS,time
0,-69.7,62,490,100,0.0,0.0825
100,-52.8,31,972,100,2764.667,0.0362
200,-77.7,64,542,100,1239.1073,0.0807
300,-70.2,60,560,100,1234.512,0.081
400,-64.45,57,565,100,3226.2636,0.031
500,-76.7,61,626,100,1247.4546,0.0802
600,-60.05,39,865,100,1112.9312,0.0899
700,-50.75,34,847,100,1066.2084,0.0938
800,-63.8,56,576,100,3177.0698,0.0315
900,-70.75,64,427,100,1143.3731,0.0875
1000,-71.95,48,811,100,13.6978,7.3005
1100,-81.25,62,661,100,77.7304,1.2865
1200,-73.9,55,622,100,82.7893,1.2079
1300,-76.85,65,569,100,76.4045,1.3088
1400,-71.05,55,625,100,77.5625,1.2893
1500,-64.75,53,675,100,90.2924,1.1075
1600,-61.8,48,692,100,82.3141,1.2149
1700,-63.75,48,679,100,84.5033,1.1834
1800,-62.5,51,626,100,82.7422,1.2086
1900,-63.6,57,488,100,83.6854,1.195
2000,-69.6,52,740,100,77.6812,1.2873
2100,-69.45,52,701,100,81.5796,1.2258
2200,-79.6,65,468,100,84.4308,1.1844
2300,-64.35,52,595,100,77.4981,1.2904
2400,-74.3,45,886,100,82.7568,1.2084
2500,-62.55,52,635,100,82.4446,1.2129
2600,-72.75,52,755,100,77.3288,1.2932
2700,-61.95,52,651,100,83.6614,1.1953
2800,-73.05,50,765,100,75.9856,1.316
2900,-83.35,56,739,100,85.4741,1.1699
3000,-67.6,55,640,100,77.0986,1.297
3100,-74.65,52,765,100,83.2902,1.2006
3200,-67.9,60,538,100,83.2697,1.2009
3300,-70.85,60,597,100,82.0292,1.2191
3400,-56.35,45,747,100,84.9347,1.1774
3500,-65.6,48,760,100,76.3669,1.3095
3600,-65.2,52,616,100,89.6702,1.1152
3700,-62.75,61,383,100,76.7171,1.3035
3800,-56.55,36,947,100,83.5322,1.1971
3900,-72.55,50,675,100,82.9606,1.2054
4000,-69.05,61,493,100,78.1407,1.2797
4100,-56.25,47,705,100,83.6635,1.1953
4200,-74.5,53,722,100,77.1618,1.296
4300,-57.6,51,560,100,89.9398,1.1119
4400,-59.45,45,741,100,76.195,1.3124
4500,-68.75,57,631,100,83.909,1.1918
4600,-44.3,36,794,100,77.6566,1.2877
4700,-69.6,55,664,100,82.3493,1.2143
4800,-68.55,55,675,100,83.868,1.1924
4900,-66.25,49,789,100,76.584,1.3058
5000,-61.4,43,808,100,84.0131,1.1903
5100,-77.6,63,560,100,76.814,1.3018
5200,-86.45,51,917,100,82.9299,1.2058
5300,-68.45,54,605,100,82.8178,1.2075
5400,-54.7,50,646,100,77.2436,1.2946
5500,-55.2,51,628,100,90.026,1.1108
5600,-73.4,52,716,100,77.8869,1.2839
5700,-66.25,45,797,100,84.0555,1.1897
5800,-58.55,36,939,100,82.0884,1.2182
5900,-67.9,51,674,100,82.8647,1.2068
6000,-64.65,48,717,100,83.037,1.2043
6100,-71.8,45,880,100,77.3044,1.2936
6200,-57.7,44,738,100,84.632,1.1816
6300,-70.5,47,846,100,75.7186,1.3207
6400,-69.6,39,944,100,77.8591,1.2844
6500,-59.85,49,665,100,77.4267,1.2915
6600,-77.3,57,710,100,75.2696,1.3286
6700,-71.6,47,816,100,78.3626,1.2761
6800,-70.75,51,739,100,76.4642,1.3078
6900,-59.6,55,472,100,77.1442,1.2963
7000,-72.8,59,604,100,83.4917,1.1977
7100,-70.75,65,411,100,77.4681,1.2909
7200,-70.7,54,678,100,83.0286,1.2044
7300,-60.3,61,374,100,81.9667,1.22
7400,-63.75,48,675,100,83.2157,1.2017
7500,-74.55,54,595,100,78.0282,1.2816
7600,-75.3,50,722,100,76.8801,1.3007
7700,-65.75,52,595,100,89.1884,1.1212
7800,-63.6,48,696,100,77.7433,1.2863
7900,-62.15,45,783,100,83.1838,1.2022
8000,-65.55,44,891,100,76.8966,1.3005
8100,-65.15,49,683,100,76.9094,1.3002
8200,-64.8,58,464,100,82.7168,1.2089
8300,-71.95,58,639,100,77.5555,1.2894
8400,-77.35,53,759,100,83.045,1.2042
8500,-78.3,48,894,100,77.0498,1.2979
8600,-59.7,48,698,100,77.603,1.2886
8700,-61.05,49,685,100,83.7928,1.1934
8800,-71.45,51,741,100,81.0753,1.2334
8900,-75.95,54,723,100,85.5791,1.1685
9000,-67.75,43,771,100,82.3169,1.2148
9100,-65.8,54,564,100,83.5161,1.1974
9200,-67.85,62,477,100,82.2911,1.2152
9300,-55.15,37,823,100,77.2947,1.2938
9400,-75.5,55,662,100,83.5723,1.1966
9500,-50.95,46,635,100,76.2661,1.3112
9600,-72.9,60,610,100,78.8652,1.268
9700,-59.1,48,670,100,76.4914,1.3073
9800,-67.15,49,735,100,82.4679,1.2126
9900,-68.3,50,702,100,84.7001,1.1806
10000,-65.1,51,706,100,0.0,0.5621
10100,-75.0,55,564,100,82.1743,1.2169
10200,-62.65,49,685,100,78.3289,1.2767
10300,-78.55,64,523,100,75.9526,1.3166
10400,-54.35,51,611,100,89.7628,1.1141
10500,-71.4,41,932,100,72.9155,1.3715
10600,-74.35,60,511,100,83.4408,1.1985
10700,-63.7,55,606,100,82.0126,1.2193
10800,-70.1,54,542,100,67.7346,1.4764
10900,-75.3,46,882,100,82.669,1.2096
11000,-62.25,51,621,100,77.1387,1.2964
11100,-53.55,48,559,100,89.3388,1.1193
11200,-58.85,39,885,100,76.8295,1.3016
11300,-61.55,50,611,100,77.4306,1.2915
11400,-61.3,55,546,100,83.7317,1.1943
11500,-72.05,52,713,100,76.129,1.3136
11600,-76.95,54,723,100,76.5378,1.3065
11700,-60.3,37,854,100,72.8378,1.3729
11800,-66.4,46,756,100,76.999,1.2987
11900,-61.2,52,664,100,83.0645,1.2039
12000,-62.6,50,612,100,76.4012,1.3089
12100,-70.55,48,795,100,83.583,1.1964
12200,-58.15,42,811,100,82.0214,1.2192
12300,-60.55,50,539,100,77.4751,1.2907
12400,-69.6,50,764,100,83.5279,1.1972
12500,-80.05,61,585,100,76.8334,1.3015
12600,-71.8,52,668,100,77.8217,1.285
12700,-61.05,47,609,100,82.3392,1.2145
12800,-72.9,49,706,100,77.5773,1.289
12900,-76.95,61,587,100,83.6834,1.195
13000,-64.45,55,621,100,77.0306,1.2982
13100,-59.65,53,573,100,82.6512,1.2099
13200,-70.85,54,637,100,82.2298,1.2161
13300,-66.85,53,685,100,77.0487,1.2979
13400,-56.7,41,866,100,84.3792,1.1851
13500,-66.4,55,536,100,76.2937,1.3107
13600,-63.65,42,833,100,78.3665,1.2761
13700,-72.4,57,648,100,81.7387,1.2234
13800,-68.7,36,1010,100,84.6908,1.1808
13900,-68.55,58,563,100,81.8403,1.2219
14000,-80.3,55,746,100,83.1745,1.2023
14100,-59.95,51,571,100,77.3382,1.293
14200,-66.95,54,571,100,83.9045,1.1918
14300,-67.6,52,724,100,77.3353,1.2931
14400,-72.1,50,746,100,82.2842,1.2153
14500,-66.7,44,826,100,78.1984,1.2788
14600,-66.15,46,795,100,76.4742,1.3076
14700,-58.35,40,755,100,82.0504,1.2188
14800,-69.25,48,757,100,71.4267,1.4
14900,-62.35,44,787,100,77.1345,1.2964
15000,-65.35,55,579,100,76.9278,1.2999
15100,-63.5,44,706,100,76.9252,1.3
15200,-81.3,60,694,100,84.8837,1.1781
15300,-63.85,49,669,100,81.1656,1.2321
15400,-72.85,58,601,100,84.0866,1.1893
15500,-71.3,53,666,100,76.2354,1.3117
15600,-75.8,48,820,100,73.0954,1.3681
15700,-73.7,49,726,100,82.2384,1.216
15800,-68.25,51,693,100,75.909,1.3174
15900,-74.0,46,872,100,78.4655,1.2745
16000,-68.65,55,693,100,81.7918,1.2226
16100,-61.4,50,632,100,72.4307,1.3806
16200,-55.15,52,539,100,83.224,1.2016
16300,-65.25,51,633,100,76.1621,1.313
16400,-41.25,36,761,100,72.7931,1.3738
16500,-77.7,61,558,100,83.1047,1.2033
16600,-64.55,48,723,100,81.3035,1.23
16700,-67.65,50,625,100,84.1319,1.1886
16800,-75.3,54,702,100,76.5093,1.307
16900,-74.05,59,533,100,76.9103,1.3002
17000,-77.4,53,768,100,77.7104,1.2868
17100,-46.85,32,761,100,76.6078,1.3054
17200,-53.7,39,718,100,83.2899,1.2006
17300,-78.2,60,572,100,77.2499,1.2945
17400,-70.4,43,792,100,77.37,1.2925
17500,-68.95,50,723,100,83.6774,1.1951
17600,-59.85,46,717,100,76.7942,1.3022
17700,-64.35,39,835,100,89.3501,1.1192
17800,-75.65,65,545,100,71.3831,1.4009
17900,-72.35,45,819,100,77.5404,1.2897
18000,-61.9,50,586,100,83.0654,1.2039
18100,-71.0,53,544,100,77.4093,1.2918
18200,-61.95,52,603,100,89.777,1.1139
18300,-70.0,56,484,100,77.8436,1.2846
18400,-61.75,46,743,100,83.6943,1.1948
18500,-62.8,44,776,100,81.7049,1.2239
18600,-65.9,44,754,100,72.584,1.3777
18700,-68.3,50,590,100,89.8698,1.1127
18800,-52.2,46,592,100,77.3079,1.2935
18900,-64.1,53,530,100,83.2082,1.2018
19000,-56.75,52,471,100,77.927,1.2833
19100,-66.55,49,751,100,81.6985,1.224
19200,-77.65,52,713,100,83.5511,1.1969
19300,-69.3,54,590,100,75.9917,1.3159
19400,-63.0,50,644,100,72.1195,1.3866
19500,-78.25,54,801,100,82.8898,1.2064
19600,-67.6,50,704,100,77.1875,1.2956
19700,-66.0,49,656,100,84.4851,1.1836
19800,-58.05,47,617,100,81.3962,1.2286
19900,-62.4,51,632,100,78.1198,1.2801
20000,-70.55,60,479,100,0.0,0.5743
20100,-74.5,56,654,100,82.4106,1.2134
20200,-50.8,41,728,100,77.0124,1.2985
20300,-58.8,51,496,100,83.2747,1.2008
20400,-61.25,52,549,100,76.1011,1.314
20500,-67.1,48,706,100,77.9312,1.2832
20600,-57.6,38,724,100,77.7989,1.2854
20700,-70.35,62,327,100,76.7935,1.3022
20800,-60.0,58,556,100,82.403,1.2136
20900,-78.45,56,673,100,76.2929,1.3107
21000,-57.25,48,729,100,77.2336,1.2948
21100,-44.1,33,794,100,82.7267,1.2088
21200,-79.0,53,720,100,78.1548,1.2795
21300,-64.45,45,717,100,88.9977,1.1236
21400,-70.2,53,612,100,77.0851,1.2973
21500,-51.75,37,723,100,83.4794,1.1979
21600,-51.5,41,654,100,77.3719,1.2925
21700,-66.85,49,629,100,78.109,1.2803
21800,-45.85,36,749,100,83.0598,1.204
21900,-65.15,49,675,100,66.3542,1.5071
22000,-74.85,49,777,100,77.448,1.2912
22100,-68.1,50,770,100,75.5907,1.3229
22200,-70.8,41,992,100,77.3611,1.2926
22300,-43.7,40,634,100,90.5487,1.1044
22400,-56.3,46,598,100,76.6944,1.3039
22500,-59.1,41,826,100,84.7328,1.1802
22600,-65.1,41,874,100,75.293,1.3281
22700,-68.7,51,634,100,77.6022,1.2886
22800,-58.25,38,813,100,83.8121,1.1931
22900,-45.0,33,736,100,75.9351,1.3169
23000,-60.15,46,707,100,83.7503,1.194
23100,-74.5,54,622,100,76.7162,1.3035
23200,-76.9,54,702,100,77.6589,1.2877
23300,-58.3,53,570,100,77.3164,1.2934
23400,-61.5,41,818,100,75.834,1.3187
23500,-49.65,34,801,100,76.8123,1.3019
23600,-70.65,54,701,100,76.9581,1.2994
23700,-75.65,53,633,100,77.6134,1.2884
23800,-52.55,40,851,100,83.1136,1.2032
23900,-64.9,56,570,100,77.5459,1.2896
24000,-62.55,47,711,100,83.5384,1.1971
24100,-63.05,46,649,100,81.8197,1.2222
24200,-54.0,41,720,100,73.0073,1.3697
24300,-74.65,51,677,100,82.9548,1.2055
24400,-63.6,51,592,100,76.4668,1.3078
24500,-71.55,57,539,100,82.6797,1.2095
24600,-66.7,46,754,100,78.1564,1.2795
24700,-73.25,46,813,100,76.4402,1.3082
24800,-68.25,50,713,100,89.2348,1.1206
24900,-70.05,56,497,100,77.2018,1.2953
25000,-57.1,40,786,100,72.8516,1.3727
25100,-55.2,56,464,100,83.3101,1.2003
25200,-66.75,49,691,100,82.1731,1.2169
25300,-57.15,46,731,100,83.577,1.1965
25400,-67.5,49,646,100,77.8226,1.285
25500,-51.1,48,622,100,90.2324,1.1083
25600,-65.15,43,771,100,82.0625,1.2186
25700,-68.35,45,735,100,84.0623,1.1896
25800,-70.7,46,834,100,77.7721,1.2858
25900,-75.8,55,620,100,82.6947,1.2093
26000,-75.9,63,494,100,82.7486,1.2085
26100,-63.95,33,983,100,76.7894,1.3023
26200,-66.3,43,878,100,84.5456,1.1828
26300,-56.15,49,607,100,76.4535,1.308
26400,-69.9,51,722,100,82.5976,1.2107
26500,-52.5,49,522,100,77.9524,1.2828
26600,-65.4,55,464,100,76.1679,1.3129
26700,-65.75,45,795,100,83.9512,1.1912
26800,-58.85,46,657,100,75.6904,1.3212
26900,-65.75,40,851,100,78.8603,1.2681
27000,-75.45,51,793,100,76.0875,1.3143
27100,-67.15,50,655,100,76.5373,1.3066
27200,-72.1,48,790,100,77.7741,1.2858
27300,-58.45,50,541,100,71.9198,1.3904
27400,-61.85,47,733,100,81.8054,1.2224
27500,-61.3,45,734,100,77.6187,1.2884
27600,-60.1,27,1086,100,76.0718,1.3146
27700,-67.6,56,504,100,78.1155,1.2802
27800,-59.4,41,848,100,81.2018,1.2315
27900,-51.1,41,778,100,77.7476,1.2862
28000,-65.65,41,741,100,84.0561,1.1897
28100,-63.6,50,644,100,76.9045,1.3003
28200,-67.55,49,671,100,83.4575,1.1982
28300,-47.9,37,818,100,75.8356,1.3186
28400,-51.95,43,579,100,72.5976,1.3775
28500,-67.2,52,692,100,88.8548,1.1254
28600,-71.45,47,709,100,78.1473,1.2796
28700,-57.2,44,712,100,89.0597,1.1228
28800,-61.55,45,727,100,72.5892,1.3776
28900,-58.4,42,788,100,76.7133,1.3036
29000,-69.75,49,755,100,77.2189,1.295
29100,-50.45,40,793,100,76.3358,1.31
29200,-73.2,53,688,100,84.1754,1.188
29300,-74.95,52,655,100,81.4458,1.2278
29400,-71.85,59,593,100,78.3693,1.276
29500,-68.85,36,929,100,82.9939,1.2049
29600,-69.05,38,925,100,76.2036,1.3123
29700,-57.6,36,756,100,72.888,1.372
29800,-77.2,58,684,100,76.7349,1.3032
29900,-72.05,46,781,100,77.0967,1.2971
30000,-66.1,43,750,100,0.0,0.5975
30100,-74.7,54,610,100,84.0198,1.1902
30200,-64.55,50,543,100,81.3823,1.2288
30300,-46.15,40,643,100,83.8022,1.1933
30400,-73.7,43,890,100,76.8983,1.3004
30500,-57.0,46,644,100,84.8082,1.1791
30600,-52.55,44,615,100,89.2826,1.12
30700,-55.55,43,691,100,76.5158,1.3069
30800,-62.45,44,741,100,78.4338,1.275
30900,-58.65,51,617,100,76.3793,1.3093
31000,-61.4,48,600,100,75.6874,1.3212
31100,-75.55,52,715,100,84.5366,1.1829
31200,-54.7,35,886,100,76.2074,1.3122
31300,-49.45,38,781,100,76.9707,1.2992
31400,-54.45,34,889,100,83.2719,1.2009
31500,-65.7,53,502,100,72.9575,1.3707
31600,-63.15,49,643,100,88.7787,1.1264
31700,-51.05,29,881,100,77.5136,1.2901
31800,-63.0,42,728,100,84.3126,1.1861
31900,-43.75,22,1087,100,81.879,1.2213
32000,-66.3,46,698,100,77.1541,1.2961
32100,-64.75,42,795,100,76.8885,1.3006
32200,-62.45,48,737,100,72.1722,1.3856
32300,-70.25,54,625,100,81.9639,1.2201
32400,-67.25,57,569,100,78.4432,1.2748
32500,-67.1,50,718,100,76.9013,1.3004
32600,-65.3,50,678,100,88.9782,1.1239
32700,-76.25,54,709,100,72.8756,1.3722
32800,-78.6,56,656,100,82.229,1.2161
32900,-62.5,39,866,100,83.2641,1.201
33000,-57.4,47,616,100,77.709,1.2869
33100,-54.05,29,973,100,88.681,1.1276
33200,-57.95,46,663,100,77.7393,1.2864
33300,-66.45,38,913,100,83.6828,1.195
33400,-57.0,34,892,100,77.6708,1.2875
33500,-69.5,51,730,100,81.5204,1.2267
33600,-56.75,46,579,100,78.2859,1.2774
33700,-71.0,45,836,100,75.7961,1.3193
33800,-54.4,47,612,100,83.3654,1.1995
33900,-69.15,48,707,100,77.4803,1.2907
34000,-67.95,52,619,100,77.3633,1.2926
34100,-55.15,41,747,100,83.5013,1.1976
34200,-73.0,47,848,100,77.0269,1.2983
34300,-65.95,42,735,100,82.9085,1.2062
34400,-60.6,41,704,100,75.3437,1.3273
34500,-51.0,43,692,100,67.6347,1.4785
34600,-53.85,56,441,100,76.4537,1.308
34700,-46.5,42,734,100,71.6382,1.3959
34800,-72.75,58,535,100,76.5235,1.3068
34900,-72.3,46,734,100,72.4334,1.3806
35000,-68.25,56,609,100,71.6082,1.3965
35100,-70.4,46,720,100,81.7103,1.2238
35200,-63.55,39,999,100,72.4014,1.3812
